id	context	tone	vars	chars_ko	ko	en	ja	zh_cn
data.def.fridge.name	일반 UI	라벨(명사구)		3	냉장고	Fridge	冷蔵庫	
data.def.fuelpile.colorNames	일반 UI	라벨(명사구)		13	참나무|자작|소나무|유목	Oak|Birch|Pine|Driftwood	ナラ|シラカバ|マツ|流木	
data.def.fuelpile.name	일반 UI	라벨(명사구)		5	장작 더미	Firewood Pile	薪の山	
data.def.generator.appliance.label	일반 UI	라벨(명사구)		24	가동 중엔 배터리 소비 무료 (연료 1/일)	Free battery use while running (fuel 1/day)	稼働中はバッテリー消費なし（燃料1/日）	
data.def.generator.colorNames	일반 UI	라벨(명사구)		14	레드|옐로우|올리브|그레이	Red|Yellow|Olive|Gray	レッド|イエロー|オリーブ|グレー	
data.def.generator.name	일반 UI	라벨(명사구)		3	발전기	Generator	発電機	
data.def.globe.colorNames	일반 UI	라벨(명사구)		16	오크|월넛|화이트워시|블랙우드	Oak|Walnut|Whitewash|Blackwood	オーク|ウォールナット|ホワイトウォッシュ|ブラックウッド	
data.def.globe.name	일반 UI	라벨(명사구)		7	골동품 지구본	Antique Globe	アンティーク地球儀	
data.def.graffiti.colorNames	일반 UI	라벨(명사구)		18	네온 핑크|라임|시안|선셋 오렌지	Neon Pink|Lime|Cyan|Sunset Orange	ネオンピンク|ライム|シアン|サンセットオレンジ	
data.def.graffiti.name	일반 UI	라벨(명사구)		7	그래피티 패널	Graffiti Panel	グラフィティパネル	
data.def.heater.appliance.label	일반 UI	라벨(명사구)		22	한파 방어 + 겨울 쾌적 (연료 1/일)	Cold-snap defense + winter comfort (fuel 1/day)	寒波防御＋冬の快適さ（燃料1/日）	
data.def.heater.colorNames	일반 UI	라벨(명사구)		15	오렌지|크림|슬레이트|올리브	Orange|Cream|Slate|Olive	オレンジ|クリーム|スレート|オリーブ	
data.def.heater.name	일반 UI	라벨(명사구)		3	온풍기	Space Heater	ファンヒーター	
data.def.jugcluster.colorNames	일반 UI	라벨(명사구)		11	블루|레드|그린|앰버	Blue|Red|Green|Amber	ブルー|レッド|グリーン|アンバー	
data.def.jugcluster.name	일반 UI	라벨(명사구)		7	물·연료 비축	Jug Cluster	水・燃料備蓄	
data.def.lamp.colorNames	일반 UI	라벨(명사구)		15	웜화이트|세이지|로즈|스카이	Warm White|Sage|Rose|Sky	ウォームホワイト|セージ|ローズ|スカイ	
data.def.lamp.name	일반 UI	라벨(명사구)		6	스탠드 조명	Floor Lamp	スタンドライト	
data.def.lantern.colorNames	일반 UI	라벨(명사구)		11	황동|무쇠|레드|민트	Brass|Cast Iron|Red|Mint	真鍮|鋳鉄|レッド|ミント	
data.def.lantern.name	일반 UI	라벨(명사구)		5	걸이 랜턴	Hanging Lantern	吊りランタン	
data.def.ledbar.colorNames	일반 UI	라벨(명사구)		16	그래파이트|실버|화이트|네이비	Graphite|Silver|White|Navy	グラファイト|シルバー|ホワイト|ネイビー	
data.def.ledbar.name	일반 UI	라벨(명사구)		9	LED 라이트 바	LED Light Bar	LEDライトバー	
data.def.mirror.colorNames	일반 UI	라벨(명사구)		16	오크|월넛|화이트워시|블랙우드	Oak|Walnut|Whitewash|Blackwood	オーク|ウォールナット|ホワイトウォッシュ|ブラックウッド	
data.def.mirror.name	일반 UI	라벨(명사구)		5	전신 거울	Standing Mirror	姿見	
data.def.neonair.colorNames	일반 UI	라벨(명사구)		18	일렉트릭 블루|시안|아쿠아|인디고	Electric Blue|Cyan|Aqua|Indigo	エレクトリックブルー|シアン|アクア|インディゴ	
data.def.neonair.name	일반 UI	라벨(명사구)		14	네온 사인 · ON AIR	Neon Sign · ON AIR	ネオンサイン · ON AIR	
data.def.neonvip.colorNames	일반 UI	라벨(명사구)		19	바이올렛|마젠타|핑크|블루 바이올렛	Violet|Magenta|Pink|Blue Violet	バイオレット|マゼンタ|ピンク|ブルーバイオレット	
data.def.neonvip.name	일반 UI	라벨(명사구)		16	네온 사인 · VIP ZONE	Neon Sign · VIP ZONE	ネオンサイン · VIP ZONE	
data.def.noticeboard.colorNames	일반 UI	라벨(명사구)		13	코르크|칠판|화이트|메탈	Cork|Slate|White|Steel	コルク|黒板|ホワイト|メタル	
data.def.noticeboard.name	일반 UI	라벨(명사구)		3	상황판	Notice Board	掲示板	
data.def.phonograph.colorNames	일반 UI	라벨(명사구)		16	오크|월넛|화이트워시|블랙우드	Oak|Walnut|Whitewash|Blackwood	オーク|ウォールナット|ホワイトウォッシュ|ブラックウッド	
data.def.phonograph.name	일반 UI	라벨(명사구)		3	축음기	Phonograph	蓄音機	
data.def.plant.colorNames	일반 UI	라벨(명사구)		14	테라코타|화이트|블랙|민트	Terracotta|White|Black|Mint	テラコッタ|ホワイト|ブラック|ミント	
data.def.plant.name	일반 UI	라벨(명사구)		2	화분	Potted Plant	鉢植え	
data.def.purifier.appliance.label	일반 UI	라벨(명사구)		11	매일 깨끗한 물 +1	Clean water +1 daily	毎日きれいな水 +1	
data.def.purifier.colorNames	일반 UI	라벨(명사구)		14	스틸|화이트|올리브|네이비	Steel|White|Olive|Navy	スチール|ホワイト|オリーブ|ネイビー	
data.def.purifier.name	일반 UI	라벨(명사구)		3	정수기	Water Purifier	浄水器	
data.def.radio.colorNames	일반 UI	라벨(명사구)		14	체리레드|크림|민트|브라운	Cherry Red|Cream|Mint|Brown	チェリーレッド|クリーム|ミント|ブラウン	
data.def.radio.name	일반 UI	라벨(명사구)		3	라디오	Radio	ラジオ	
data.def.rug.colorNames	일반 UI	라벨(명사구)		12	레드|블루|그린|베이지	Red|Blue|Green|Beige	レッド|ブルー|グリーン|ベージュ	
data.def.rug.name	일반 UI	라벨(명사구)		2	러그	Rug	ラグ	
data.def.skipoles.colorNames	일반 UI	라벨(명사구)		17	레이싱 레드|네이비|크롬|올리브	Racing Red|Navy|Chrome|Olive	レーシングレッド|ネイビー|クローム|オリーブ	
data.def.skipoles.name	일반 UI	라벨(명사구)		5	스키 폴대	Ski Poles	スキーポール	
data.def.skis.colorNames	일반 UI	라벨(명사구)		19	체리 레드|빙하 블루|머스터드|민트	Cherry Red|Glacier Blue|Mustard|Mint	チェリーレッド|氷河ブルー|マスタード|ミント	
data.def.skis.name	일반 UI	라벨(명사구)		6	스키 한 쌍	Pair of Skis	スキー板	
data.def.snowboard.colorNames	일반 UI	라벨(명사구)		17	선셋|딥 퍼플|아이스 블루|라임	Sunset|Deep Purple|Ice Blue|Lime	サンセット|ディープパープル|アイスブルー|ライム	
data.def.snowboard.name	일반 UI	라벨(명사구)		5	스노우보드	Snowboard	スノーボード	
data.def.sofa.colorNames	일반 UI	라벨(명사구)		16	베이지|그레이|올리브|테라코타	Beige|Gray|Olive|Terracotta	ベージュ|グレー|オリーブ|テラコッタ	
data.def.sofa.name	일반 UI	라벨(명사구)		2	소파	Sofa	ソファ	
data.def.stove.colorNames	일반 UI	라벨(명사구)		14	무쇠|벽돌레드|크림|올리브	Cast Iron|Brick Red|Cream|Olive	鋳鉄|レンガレッド|クリーム|オリーブ	
data.def.stove.name	일반 UI	라벨(명사구)		5	장작 난로	Wood Stove	薪ストーブ	
data.def.suit.colorNames	일반 UI	라벨(명사구)		13	차콜|네이비|버건디|카멜	Charcoal|Navy|Burgundy|Camel	チャコール|ネイビー|バーガンディ|キャメル	
data.def.suit.name	일반 UI	라벨(명사구)		4	양복 랙	Suit Rack	スーツラック	
data.def.supplyshelf.colorNames	일반 UI	라벨(명사구)		16	오크|월넛|화이트워시|블랙우드	Oak|Walnut|Whitewash|Blackwood	オーク|ウォールナット|ホワイトウォッシュ|ブラックウッド	
data.def.supplyshelf.name	일반 UI	라벨(명사구)		5	보급 선반	Supply Shelf	補給棚	
data.def.table.colorNames	일반 UI	라벨(명사구)		16	오크|월넛|화이트워시|블랙우드	Oak|Walnut|Whitewash|Blackwood	オーク|ウォールナット|ホワイトウォッシュ|ブラックウッド	
data.def.table.name	일반 UI	라벨(명사구)		3	테이블	Table	テーブル	
data.def.teatable.colorNames	일반 UI	라벨(명사구)		16	오크|월넛|화이트워시|블랙우드	Oak|Walnut|Whitewash|Blackwood	オーク|ウォールナット|ホワイトウォッシュ|ブラックウッド	
data.def.teatable.name	일반 UI	라벨(명사구)		2	찻상	Tea Table	ティーテーブル	
data.district.city.bonusLabel	일반 UI	라벨(명사구)		17	상업지구·슬럼가 접근성 +5%p	Commercial & slum access +5%p	商業地区・スラム街のアクセス +5%p	
data.district.city.desc	일반 UI	라벨(명사구)		27	폐허가 된 시가지. 위험하지만 물자가 몰려 있다.	A ruined city center. Dangerous, but supplies are dense here.	廃墟と化した市街地。危険だが、物資が集まっている。	
data.district.city.name	일반 UI	라벨(명사구)		6	무너진 도심	Fallen Downtown	崩れた都心	
data.district.coast.bonusLabel	일반 UI	라벨(명사구)		12	슬럼가 접근성 +5%p	Slum access +5%p	スラム街アクセス +5%p	
data.district.coast.desc	일반 UI	라벨(명사구)		30	안개 낀 바닷가. 바다가 주는 것과 빼앗는 것이 있다.	A fog-wrapped shore. The sea gives, and the sea takes.	霧の立ちこめる海辺。海には与えるものと、奪うものがある。	
data.district.coast.name	일반 UI	라벨(명사구)		5	잿빛 해안	Ashen Coast	灰色の海岸	
data.district.eastbridge.bonusLabel	일반 UI	라벨(명사구)		19	인터체인지·주거단지 접근성 +5%p	Interchange & uptown access +5%p	インターチェンジ・住宅地アクセス +5%p	
data.district.eastbridge.desc	일반 UI	라벨(명사구)		34	무너진 현수교 아래 강변. 끊긴 고속도로가 하늘에 걸려 있다.	The riverside beneath a fallen suspension bridge. A severed highway hangs in the sky.	崩れた吊り橋の下の川辺。途切れたハイウェイが空に架かっている。	
data.district.eastbridge.name	일반 UI	라벨(명사구)		5	다리 어귀	Bridge Mouth	橋のたもと	
data.district.eastcore.bonusLabel	일반 UI	라벨(명사구)		15	상가·백화점 접근성 +5%p	Mall & department store access +5%p	商店街・百貨店アクセス +5%p	
data.district.eastcore.desc	일반 UI	라벨(명사구)		36	고성 첨탑처럼 둘러선 마천루의 한가운데. 도시의 가장 높은 침묵.	The heart of skyscrapers ringed like castle spires. The city's highest silence.	古城の尖塔のように立ち並ぶ摩天楼のただ中。都市で最も高い静寂。	
data.district.eastcore.name	일반 UI	라벨(명사구)		6	마천루 심부	Skyscraper Core	摩天楼の深部	
data.district.eastgate.bonusLabel	일반 UI	라벨(명사구)		14	세관·항만 접근성 +5%p	Customs & port access +5%p	税関・港湾アクセス +5%p	
data.district.eastgate.desc	일반 UI	라벨(명사구)		39	국경 검문소 너머, 동쪽 대도시의 문턱. 3년 만에 다시 열린 길이다.	Past the border checkpoint, the threshold of the eastern metropolis. The road has been shut for three years.	国境検問所の向こう、東の大都市の入り口。3年ぶりに再び開いた道だ。	
data.district.eastgate.name	일반 UI	라벨(명사구)		5	동부 관문	Eastern Gate	東部関門	
data.district.eaststation.bonusLabel	일반 UI	라벨(명사구)		18	승강장·아웃포스트 접근성 +5%p	Platform & outpost access +5%p	ホーム・前哨基地アクセス +5%p	
data.district.eaststation.desc	일반 UI	라벨(명사구)		37	거대한 아치 지붕의 역. 떠나지 못한 여행이 승강장마다 멈춰 있다.	A station under a vast arched roof. On every platform, a journey that never left.	巨大なアーチ屋根の駅。発てなかった旅がホームごとに止まっている。	
data.district.eaststation.name	일반 UI	라벨(명사구)		6	중앙역 일대	Central Station	中央駅界隈	
data.district.forest.bonusLabel	일반 UI	라벨(명사구)		13	공업지대 접근성 +5%p	Industrial access +5%p	工業地帯アクセス +5%p	
data.district.forest.desc	일반 UI	라벨(명사구)		25	침엽수림 가장자리. 폐허에서 가장 먼 안식처.	The edge of a conifer forest. The refuge farthest from the ruins.	針葉樹林の縁。廃墟から最も遠い安息の地。	
data.district.forest.name	일반 UI	라벨(명사구)		6	숲과 산기슭	Forest & Foothills	森と山裾	
data.district.harbor.bonusLabel	일반 UI	라벨(명사구)		14	항구 지역 접근성 +5%p	Harbor region access +5%p	港湾地域アクセス +5%p	
data.district.harbor.desc	일반 UI	라벨(명사구)		29	강 하구의 죽은 항만. 바다는 얼었어도 죽지 않았다.	A dead port at the river mouth. The sea is frozen, but not dead.	河口の死んだ港。海は凍っても、死んではいない。	
data.district.harbor.name	일반 UI	라벨(명사구)		7	얼어붙은 항구	Frozen Harbor	凍りついた港	
data.district.highland.bonusLabel	일반 UI	라벨(명사구)		15	리조트 폐허 접근성 +5%p	Resort ruins access +5%p	リゾート廃墟アクセス +5%p	
data.district.highland.desc	일반 UI	라벨(명사구)		39	구름 위로 솟은 고원. 겨울이 더 혹독한 만큼, 남은 것도 더 값지다.	A plateau above the clouds. The winters bite harder here, and what remains is worth more for it.	雲の上にそびえる高原。冬が厳しいぶん、残されたものの価値も高い。	
data.district.highland.name	일반 UI	라벨(명사구)		6	고요한 고원	Silent Highland	静寂の高原	
data.district.meadow.bonusLabel	일반 UI	라벨(명사구)		13	주거지역 접근성 +5%p	Residential access +5%p	住宅地アクセス +5%p	
data.district.meadow.desc	일반 UI	라벨(명사구)		25	들풀이 무성한 벌판. 조용하고 흙이 살아있다.	A field thick with wild grass. Quiet, and the soil is alive.	野草の生い茂る野原。静かで、土が生きている。	
data.district.meadow.name	일반 UI	라벨(명사구)		6	초원 구릉지	Meadow Hills	草原の丘陵	
data.district.outskirts.bonusLabel	일반 UI	라벨(명사구)		13	주거지역 접근성 +3%p	Residential access +3%p	住宅地アクセス +3%p	
data.district.outskirts.desc	일반 UI	라벨(명사구)		28	도시 밖 황무지. 고속도로가 지나가 이동이 편하다.	Wasteland beyond the city. A highway runs through, making travel easy.	都市の外の荒れ地。高速道路が通り、移動が楽だ。	
